name,size,percent_used,index_scans,seq_scans,unused
public.idx_vendor_catalog_import_rows_vendor_status,8192 bytes,0%,0,0,t
public.idx_aar_tenant_id,8192 bytes,100%,7271,0,f
public.daily_tax_summary_tenant_id_report_date_tax_jurisdiction_ta_key,8192 bytes,0%,0,0,t
public.idx_cannabis_invitations_token,8192 bytes,100%,22,0,f
public.idx_handoff_recipients_converted,8192 bytes,0%,0,0,t
public.idx_client_meal_prep_preferences_chef,8192 bytes,0%,0,0,t
public.client_satisfaction_surveys_token_key,8192 bytes,0%,0,0,t
public.prospects_pkey,8192 bytes,0%,0,0,t
public.settlement_records_pkey,8192 bytes,0%,0,0,t
public.idx_outreach_log_tenant_client,8192 bytes,0%,0,0,t
public.chef_daily_briefings_pkey,8192 bytes,0%,0,0,t
public.idx_w2_chef_year,8192 bytes,100%,20,0,f
public.idx_inv_tx_chef_ingredient,8192 bytes,100%,1376,0,f
public.chef_portfolio_removal_requests_pkey,8192 bytes,0%,0,0,t
public.admin_time_logs_pkey,8192 bytes,0%,0,0,t
public.tax_quarterly_estimates_chef_id_tax_year_quarter_key,8192 bytes,100%,8,0,f
public.inventory_audit_items_pkey,8192 bytes,0%,0,0,t
public.client_preference_patterns_chef_id_client_id_pattern_type_p_key,8192 bytes,0%,0,0,t
public.idx_prospects_chef_priority,8192 bytes,100%,24,0,f
public.idx_ingredient_price_history_tenant,8192 bytes,100%,17,0,f
public.idx_chef_feature_flags_chef_id,8192 bytes,100%,17,0,f
public.idx_clients_is_demo,8192 bytes,100%,1388,0,f
public.idx_clients_referral_potential,8192 bytes,0%,0,0,t
public.booking_date_overrides_pkey,8192 bytes,0%,0,0,t
public.chef_todos_pkey,8192 bytes,0%,0,0,t
public.idx_client_incentives_tenant,8192 bytes,0%,0,0,t
public.idx_beverages_chef,8192 bytes,0%,0,0,t
public.business_locations_pkey,8192 bytes,0%,0,0,t
public.dish_index_pkey,8192 bytes,0%,0,0,t
public.idx_partner_images_season,8192 bytes,100%,460,0,f
public.idx_chef_post_comments_post,8192 bytes,0%,0,0,t
public.chef_availability_share_tokens_token_key,8192 bytes,0%,0,0,t
public.idx_storage_locations_default,8192 bytes,0%,0,0,t
public.idx_raffle_entries_client,8192 bytes,100%,1,0,f
public.idx_served_dish_client,8192 bytes,100%,204,0,f
public.public_media_assets_lookup_key_key,8192 bytes,0%,0,0,t
public.retainer_periods_pkey,8192 bytes,0%,0,0,t
public.idx_prospects_geo,8192 bytes,0%,0,0,t
public.idx_price_points_chef,8192 bytes,100%,19,0,f
public.cannabis_control_packet_reconciliations_pkey,8192 bytes,0%,0,0,t
public.idx_sop_completions_staff,8192 bytes,0%,0,0,t
public.event_equipment_assignments_pkey,8192 bytes,0%,0,0,t
public.idx_cannabis_tier_users_auth_user_id,8192 bytes,100%,8375,0,f
public.external_review_sources_pkey,8192 bytes,0%,0,0,t
public.remy_approval_policies_pkey,8192 bytes,0%,0,0,t
public.idx_dish_index_tenant,8192 bytes,0%,0,0,t
public.unique_event_collaborator,8192 bytes,0%,0,0,t
public.workflow_executions_template_id_entity_id_key,8192 bytes,0%,0,0,t
public.idx_signal_notif_chef,8192 bytes,100%,17,0,f
public.qr_scans_pkey,8192 bytes,0%,0,0,t
public.client_satisfaction_surveys_pkey,8192 bytes,0%,0,0,t
public.uq_external_reviews_source,8192 bytes,0%,0,0,t
public.idx_learning_goals_chef,8192 bytes,100%,17,0,f
public.idx_bank_transactions_chef_date,8192 bytes,100%,41,0,f
public.stripe_transfers_pkey,8192 bytes,0%,0,0,t
public.campaign_recipients_pkey,8192 bytes,0%,0,0,t
public.event_share_invites_pkey,8192 bytes,0%,0,0,t
public.settlement_records_tenant_id_stripe_payout_id_key,8192 bytes,0%,0,0,t
public.sca_tenant_platform_idx,8192 bytes,100%,67,0,f
public.sales_tax_settings_chef_id_key,8192 bytes,0%,0,0,t
public.idx_event_share_invites_token,8192 bytes,0%,0,0,t
public.tax_filings_pkey,8192 bytes,0%,0,0,t
public.idx_shift_logs_chef,8192 bytes,100%,25,0,f
public.idx_remy_artifacts_pinned,8192 bytes,0%,0,0,t
public.idx_external_reviews_tenant_date,8192 bytes,100%,189,0,f
public.idx_equip_deprec_chef_year,8192 bytes,100%,20,0,f
public.idx_event_guests_share_email,8192 bytes,0%,0,0,t
public.menu_beverage_pairings_pkey,8192 bytes,0%,0,0,t
public.idx_receipt_extractions_tenant_id,8192 bytes,100%,17,0,f
public.idx_ccp_snapshots_event_generated,8192 bytes,0%,0,0,t
public.idx_raffle_entries_round_client,8192 bytes,0%,0,0,t
public.idx_chef_certs_tenant,8192 bytes,0%,0,0,t
public.cannabis_control_packet_evidence_pkey,8192 bytes,0%,0,0,t
public.idx_time_blocks_tenant_start,8192 bytes,100%,21,0,f
public.event_surveys_one_per_event,8192 bytes,0%,0,0,t
public.idx_po_vendor,8192 bytes,0%,0,0,t
public.idx_dish_index_canonical,8192 bytes,100%,4,0,f
public.automation_execution_log_pkey,8192 bytes,0%,0,0,t
public.idx_rmr_tenant_client,8192 bytes,100%,200,0,f
public.idx_event_share_invites_event,8192 bytes,100%,201,0,f
public.kds_tickets_pkey,8192 bytes,0%,0,0,t
public.idx_followup_rules_chef,8192 bytes,100%,17,0,f
public.idx_chat_messages_sender,8192 bytes,100%,49,0,f
public.idx_inquiry_notes_tenant_id,8192 bytes,100%,151,0,f
public.scheduled_calls_scheduled_idx,8192 bytes,100%,334,0,f
public.after_action_reviews_event_id_key,8192 bytes,0%,0,0,t
public.idx_tasks_due,8192 bytes,100%,160,0,f
public.social_oauth_states_state_key,8192 bytes,0%,0,0,t
public.inventory_transactions_pkey,8192 bytes,0%,0,0,t
public.idx_dish_appearances_dish,8192 bytes,0%,0,0,t
public.activity_events_archive_pkey,8192 bytes,0%,0,0,t
public.idx_upload_jobs_tenant,8192 bytes,0%,0,0,t
public.copilot_runs_pkey,8192 bytes,0%,0,0,t
public.event_photos_pkey,8192 bytes,0%,0,0,t
public.idx_staff_availability_tenant,8192 bytes,0%,0,0,t
public.idx_user_feedback_created_at,8192 bytes,100%,11,0,f
public.idx_station_components_chef,8192 bytes,100%,17,0,f
public.idx_contract_templates_one_default,8192 bytes,0%,0,0,t
public.idx_event_join_requests_event,8192 bytes,100%,134,0,f
public.conversation_participants_pkey,8192 bytes,0%,0,0,t
public.rsvp_reminder_log_pkey,8192 bytes,0%,0,0,t
public.idx_event_surveys_event_id,8192 bytes,100%,12,0,f
public.idx_wix_submissions_email,8192 bytes,0%,0,0,t
public.reorder_settings_pkey,8192 bytes,0%,0,0,t
public.idx_cr_resend_id,8192 bytes,0%,0,0,t
public.idx_shopping_lists_status,8192 bytes,100%,279,0,f
public.inventory_batches_pkey,8192 bytes,0%,0,0,t
public.commerce_refunds_idempotency,8192 bytes,0%,0,0,t
public.idx_vehicle_maintenance_tenant_due,8192 bytes,0%,0,0,t
public.marketing_spend_log_pkey,8192 bytes,0%,0,0,t
public.idx_staff_onboarding_member,8192 bytes,100%,8,0,f
public.idx_event_join_requests_email,8192 bytes,0%,0,0,t
public.idx_hub_availability_responses_avail,8192 bytes,0%,0,0,t
public.idx_client_referrals_inquiry,8192 bytes,0%,0,0,t
public.chef_culinary_profiles_chef_id_question_key_key,8192 bytes,0%,0,0,t
public.idx_aar_preparation_rating,8192 bytes,0%,0,0,t
public.idx_recurring_client,8192 bytes,100%,18,0,f
public.sequence_steps_pkey,8192 bytes,0%,0,0,t
public.inventory_lots_pkey,8192 bytes,0%,0,0,t
public.idx_sms_messages_created,8192 bytes,0%,0,0,t
public.idx_vpi_vendor,8192 bytes,0%,0,0,t
public.bakery_seasonal_items_pkey,8192 bytes,0%,0,0,t
public.idx_copilot_actions_idempotency,8192 bytes,0%,0,0,t
public.idx_recurring_chef,8192 bytes,100%,711,0,f
public.beta_survey_responses_token_key,8192 bytes,0%,0,0,t
public.payroll_w2_summaries_chef_id_employee_id_tax_year_key,8192 bytes,0%,0,0,t
public.idx_dish_appearances_client,8192 bytes,0%,0,0,t
public.idx_chef_post_reactions_post,8192 bytes,0%,0,0,t
public.idx_dlq_job_type,8192 bytes,0%,0,0,t
public.idx_social_posts_tenant_schedule,8192 bytes,100%,1378,0,f
public.idx_hub_guest_friends_unique_pair,8192 bytes,0%,0,0,t
public.service_courses_pkey,8192 bytes,0%,0,0,t
public.idx_brand_mentions_sentiment,8192 bytes,100%,18,0,f
public.scheduled_calls_status_idx,8192 bytes,100%,35,0,f
public.event_prep_steps_pkey,8192 bytes,0%,0,0,t
public.job_retry_log_pkey,8192 bytes,0%,0,0,t
public.idx_hub_polls_message,8192 bytes,0%,0,0,t
public.idx_menu_bev_pairings_menu,8192 bytes,0%,0,0,t
public.idx_station_menu_items_station,8192 bytes,100%,141,0,f
public.idx_receipt_photos_tenant_id,8192 bytes,100%,4,0,f
public.packing_confirmations_event_id_item_key_key,8192 bytes,0%,0,0,t
public.idx_events_referral_partner,8192 bytes,100%,408,0,f
public.idx_conversations_event,8192 bytes,100%,12,0,f
public.idx_guest_testimonials_event,8192 bytes,100%,12,0,f
public.idx_achievements_chef,8192 bytes,100%,21,0,f
public.idx_waitlist_entries_chef,8192 bytes,0%,0,0,t
public.idx_modifier_assignments_group,8192 bytes,0%,0,0,t
public.idx_chef_reminders_active,8192 bytes,0%,0,0,t
public.idx_event_contracts_client,8192 bytes,100%,29,0,f
public.client_invitations_pkey,8192 bytes,0%,0,0,t
public.event_guests_pkey,8192 bytes,0%,0,0,t
public.learning_goals_pkey,8192 bytes,0%,0,0,t
public.idx_client_segments_tenant,8192 bytes,100%,32,0,f
public.idx_event_guest_dietary_items_severity,8192 bytes,0%,0,0,t
public.event_temp_logs_pkey,8192 bytes,0%,0,0,t
public.tax_jurisdictions_pkey,8192 bytes,0%,0,0,t
public.staff_clock_entries_pkey,8192 bytes,0%,0,0,t
public.recurring_invoice_history_pkey,8192 bytes,0%,0,0,t
public.tenant_settings_tenant_id_key,8192 bytes,0%,0,0,t
public.idx_kds_tickets_check,8192 bytes,0%,0,0,t
public.idx_remy_abuse_log_user,8192 bytes,0%,0,0,t
public.idx_hub_groups_tenant,8192 bytes,100%,13,0,f
public.chef_api_keys_pkey,8192 bytes,0%,0,0,t
public.station_components_pkey,8192 bytes,0%,0,0,t
public.idx_ingredient_price_history_ingredient,8192 bytes,0%,0,0,t
public.idx_hub_media_group,8192 bytes,100%,3,0,f
public.idx_meal_prep_programs_client,8192 bytes,100%,4,0,f
public.truck_preorders_pkey,8192 bytes,0%,0,0,t
public.purchase_order_items_pkey,8192 bytes,0%,0,0,t
public.idx_client_connections_a,8192 bytes,100%,1,0,f
public.menu_upload_jobs_pkey,8192 bytes,0%,0,0,t
public.idx_admin_audit_log_actor_email,8192 bytes,0%,0,0,t
public.idx_daily_plan_drafts_chef_date,8192 bytes,100%,17,0,f
public.idx_quotes_lost_reason,8192 bytes,0%,0,0,t
public.chef_emergency_contacts_pkey,8192 bytes,100%,1,0,f
public.idx_guest_photos_tenant,8192 bytes,100%,17,0,f
public.idx_incentive_deliveries_tenant,8192 bytes,100%,17,0,f
public.idx_social_posts_tenant_status_schedule,8192 bytes,0%,0,0,t
public.idx_custom_field_values_entity,8192 bytes,0%,0,0,t
public.idx_proposal_tokens_quote,8192 bytes,0%,0,0,t
public.chef_goals_pkey,8192 bytes,0%,0,0,t
public.sales_tax_settings_pkey,8192 bytes,0%,0,0,t
public.website_stats_snapshots_pkey,8192 bytes,0%,0,0,t
public.equipment_items_pkey,8192 bytes,0%,0,0,t
public.idx_tenant_settings_tenant_id,8192 bytes,100%,76,0,f
public.idx_client_connections_tenant,8192 bytes,0%,0,0,t
public.sms_send_log_pkey,8192 bytes,0%,0,0,t
public.idx_commerce_dining_tables_tenant_zone_sort,8192 bytes,0%,0,0,t
public.event_document_generation_jobs_pkey,8192 bytes,0%,0,0,t
public.css_nps_idx,8192 bytes,0%,0,0,t
public.bakery_orders_pkey,8192 bytes,0%,0,0,t
public.event_guest_rsvp_audit_pkey,8192 bytes,0%,0,0,t
public.sale_applied_promotions_pkey,8192 bytes,0%,0,0,t
public.idx_handoff_recipients_handoff,8192 bytes,0%,0,0,t
public.idx_event_share_invite_events_invite,8192 bytes,0%,0,0,t
public.idx_ppi_due_date,8192 bytes,0%,0,0,t
public.idx_tax_quarterly_chef_year,8192 bytes,100%,17,0,f
public.compliance_temp_logs_pkey,8192 bytes,0%,0,0,t
public.idx_menu_approvals_event,8192 bytes,100%,12,0,f
public.idx_scheduled_shifts_tenant_date,8192 bytes,100%,2,0,f
public.idx_retainer_periods_tenant,8192 bytes,100%,17,0,f
public.idx_event_guest_dietary_items_guest,8192 bytes,0%,0,0,t
public.idx_gift_card_purchase_intents_session,8192 bytes,0%,0,0,t
public.idx_referral_partners_origin_client,8192 bytes,0%,0,0,t
public.idx_hub_guest_friends_status,8192 bytes,100%,639,0,f
public.idx_staff_availability_member,8192 bytes,100%,8,0,f
public.public_weather_risk_snapshots_pkey,8192 bytes,0%,0,0,t
public.idx_event_equipment_rentals_event,8192 bytes,0%,0,0,t
public.idx_client_tags_tenant,8192 bytes,0%,0,0,t
public.idx_client_meal_prep_preferences_client,8192 bytes,0%,0,0,t
public.event_surveys_pkey,8192 bytes,0%,0,0,t
public.idx_trusted_circle_chef,8192 bytes,100%,22,0,f
public.idx_station_assign_chef,8192 bytes,0%,0,0,t
public.idx_mileage_tenant,8192 bytes,0%,0,0,t
public.automation_executions_pkey,8192 bytes,0%,0,0,t
public.guest_communication_logs_pkey,8192 bytes,0%,0,0,t
public.cannabis_event_details_pkey,8192 bytes,0%,0,0,t
public.vehicle_maintenance_pkey,8192 bytes,0%,0,0,t
public.idx_sop_completions_tenant,8192 bytes,0%,0,0,t
public.charity_hours_pkey,8192 bytes,0%,0,0,t
public.remy_approval_policies_tenant_id_task_type_key,8192 bytes,0%,0,0,t
public.recipe_sub_recipes_pkey,8192 bytes,0%,0,0,t
public.idx_chef_team_members_member,8192 bytes,100%,13,0,f
public.idx_commerce_dining_checks_tenant_opened,8192 bytes,100%,8,0,f
public.wholesale_accounts_pkey,8192 bytes,0%,0,0,t
public.chef_journey_entries_id_tenant_unique,8192 bytes,0%,0,0,t
public.booking_event_types_pkey,8192 bytes,0%,0,0,t
public.idx_ops_log_station,8192 bytes,0%,0,0,t
public.idx_waitlist_chef_status,8192 bytes,100%,1345,0,f
public.idx_clients_anniversary,8192 bytes,100%,6,0,f
public.daily_reconciliation_reports_pkey,8192 bytes,0%,0,0,t
public.social_posts_queued_schedule_idx,8192 bytes,0%,0,0,t
public.idx_events_household,8192 bytes,0%,0,0,t
public.client_outreach_log_pkey,8192 bytes,0%,0,0,t
public.event_station_assignments_event_id_station_id_staff_member__key,8192 bytes,0%,0,0,t
public.css_token_idx,8192 bytes,0%,0,0,t
public.truck_schedule_tenant_id_date_location_id_key,8192 bytes,0%,0,0,t
public.idx_conv_participants_conversation,8192 bytes,0%,0,0,t
public.idx_chef_social_notifs_unread,8192 bytes,0%,0,0,t
public.event_surveys_token_key,8192 bytes,0%,0,0,t
public.idx_menu_modifications_event,8192 bytes,100%,12,0,f
public.social_posts_unique_code_per_tenant,8192 bytes,0%,0,0,t
public.event_safety_checklists_pkey,8192 bytes,0%,0,0,t
public.push_subscriptions_endpoint_key,8192 bytes,0%,0,0,t
public.idx_chef_briefings_date,8192 bytes,100%,17,0,f
public.idx_vendors_chef_type,8192 bytes,100%,1463,0,f
public.idx_dish_index_recipe,8192 bytes,100%,24,0,f
public.availability_signal_notification_log_pkey,8192 bytes,0%,0,0,t
public.chef_event_type_labels_tenant_id_default_label_label_type_key,8192 bytes,0%,0,0,t
public.idx_vendor_document_uploads_dedupe_hash,8192 bytes,0%,0,0,t
public.loyalty_transactions_pkey,8192 bytes,0%,0,0,t
public.idx_chef_goals_tenant_status,8192 bytes,0%,0,0,t
public.idx_event_collaborators_event_id,8192 bytes,100%,482,0,f
public.email_sender_reputation_tenant_id_sender_domain_key,8192 bytes,0%,0,0,t
public.idx_conversations_tenant,8192 bytes,100%,1302,0,f
public.idx_retainers_client,8192 bytes,100%,24,0,f
public.idx_public_data_source_logs_lookup_fetched,8192 bytes,0%,0,0,t
public.newsletter_subscribers_pkey,8192 bytes,0%,0,0,t
public.idx_chef_journal_media_tenant_journey,8192 bytes,0%,0,0,t
public.idx_chef_event_type_labels_tenant,8192 bytes,100%,26,0,f
public.idx_guest_leads_email,8192 bytes,100%,420,0,f
public.idx_vendors_chef,8192 bytes,0%,0,0,t
public.idx_chef_story_views_story,8192 bytes,0%,0,0,t
public.commerce_dining_tables_pkey,8192 bytes,0%,0,0,t
public.custom_field_values_entity_id_field_definition_id_key,8192 bytes,0%,0,0,t
public.commerce_refunds_pkey,8192 bytes,0%,0,0,t
public.idx_social_post_assets_primary_per_post,8192 bytes,0%,0,0,t
public.job_retry_log_job_type_job_id_key,8192 bytes,0%,0,0,t
public.idx_commerce_payments_event,8192 bytes,0%,0,0,t
public.idx_pas_token,8192 bytes,0%,0,0,t
public.idx_campaigns_public_token,8192 bytes,0%,0,0,t
public.idx_social_media_assets_tenant_archived,8192 bytes,100%,36,0,f
public.idx_push_subscriptions_tenant,8192 bytes,100%,20,0,f
public.idx_order_queue_tenant_status,8192 bytes,100%,21,0,f
public.chef_handoffs_pkey,8192 bytes,0%,0,0,t
public.idx_staff_assignments_chef,8192 bytes,100%,420,0,f
public.idx_chefs_booking_slug,8192 bytes,100%,34,0,f
public.idx_941_chef_year,8192 bytes,100%,17,0,f
public.cannabis_control_packet_snapshot_event_version_unique,8192 bytes,0%,0,0,t
public.quote_addons_pkey,8192 bytes,0%,0,0,t
public.vendor_preferred_ingredients_chef_id_ingredient_name_key,8192 bytes,0%,0,0,t
public.idx_event_shares_event_id,8192 bytes,100%,173,0,f
public.idx_bakery_batches_status,8192 bytes,0%,0,0,t
public.idx_guest_tags_chef,8192 bytes,100%,17,0,f
public.chef_incidents_pkey,8192 bytes,0%,0,0,t
public.idx_vendor_deliveries_event,8192 bytes,0%,0,0,t
public.idx_foh_share_token,8192 bytes,0%,0,0,t
public.social_platform_credentials_expiry_idx,8192 bytes,0%,0,0,t
public.idx_event_service_sessions_tenant_status_date,8192 bytes,0%,0,0,t
public.webhook_endpoints_pkey,8192 bytes,0%,0,0,t
public.benchmark_snapshots_pkey,8192 bytes,0%,0,0,t
public.idx_commerce_payments_stripe_pi,8192 bytes,0%,0,0,t
public.idx_commerce_dining_checks_one_open_per_table,8192 bytes,100%,5,0,f
public.booking_daily_caps_pkey,8192 bytes,0%,0,0,t
public.idx_avail_blocks_event,8192 bytes,100%,12,0,f
public.idx_call_scripts_chef,8192 bytes,100%,17,0,f
public.idx_events_invoice_number,8192 bytes,0%,0,0,t
public.event_prep_blocks_pkey,8192 bytes,0%,0,0,t
public.msl_chef_date_idx,8192 bytes,100%,50,0,f
public.idx_sales_created,8192 bytes,100%,1222,0,f
public.idx_rmr_status,8192 bytes,100%,1092,0,f
public.idx_aar_event_id,8192 bytes,100%,19,0,f
public.hub_availability_pkey,8192 bytes,0%,0,0,t
public.idx_quick_requests_client,8192 bytes,100%,2,0,f
public.idx_waitlist_entries_position,8192 bytes,100%,18,0,f
public.idx_certifications_expiry,8192 bytes,100%,35,0,f
public.idx_ab_tests_chef,8192 bytes,100%,17,0,f
public.notification_preferences_auth_user_id_category_key,8192 bytes,100%,54,0,f
public.idx_chef_journey_entries_tenant_coordinates,8192 bytes,0%,0,0,t
public.chef_journeys_id_tenant_unique,8192 bytes,0%,0,0,t
public.idx_automation_executions_rule,8192 bytes,0%,0,0,t
public.dish_index_tenant_id_canonical_name_course_key,8192 bytes,0%,0,0,t
public.chef_capability_inventory_pkey,8192 bytes,0%,0,0,t
public.idx_components_tenant_id,8192 bytes,100%,168,0,f
public.idx_rih_chef_created,8192 bytes,0%,0,0,t
public.event_shares_token_key,8192 bytes,0%,0,0,t
public.scheduled_calls_pkey,8192 bytes,0%,0,0,t
public.recurring_invoices_pkey,8192 bytes,0%,0,0,t
public.idx_copilot_actions_tenant_executed,8192 bytes,100%,17,0,f
public.idx_eq_assign_event,8192 bytes,0%,0,0,t
public.idx_compliance_temp_chef_date,8192 bytes,0%,0,0,t
public.idx_ai_queue_failed,8192 bytes,0%,0,0,t
public.idx_entity_photos_lookup,8192 bytes,0%,0,0,t
public.idx_receipt_extractions_photo_id,8192 bytes,0%,0,0,t
public.idx_event_share_invites_status,8192 bytes,0%,0,0,t
public.idx_quote_selected_addons_tenant,8192 bytes,100%,17,0,f
public.idx_ccp_recon_tenant_event,8192 bytes,100%,17,0,f
public.idx_trusted_circle_member,8192 bytes,100%,13,0,f
public.goal_snapshots_pkey,8192 bytes,0%,0,0,t
public.vendor_price_alert_settings_pkey,8192 bytes,0%,0,0,t
public.idx_order_requests_chef_status,8192 bytes,100%,24,0,f
public.event_contracts_pkey,8192 bytes,0%,0,0,t
public.idx_tax_settings_chef,8192 bytes,100%,17,0,f
public.idx_integration_field_mappings_lookup,8192 bytes,100%,17,0,f
public.idx_raffle_entries_round,8192 bytes,0%,0,0,t
public.idx_public_location_references_coords,8192 bytes,0%,0,0,t
public.daily_revenue_pkey,8192 bytes,0%,0,0,t
public.idx_hub_poll_votes_unique,8192 bytes,0%,0,0,t
public.idx_rsvp_reminder_log_event,8192 bytes,100%,67,0,f
public.copilot_run_errors_pkey,8192 bytes,0%,0,0,t
public.uq_client_incentives_tenant_code,8192 bytes,0%,0,0,t
public.idx_lrr_delivered_event,8192 bytes,100%,1,0,f
public.idx_community_templates_type,8192 bytes,0%,0,0,t
public.hub_message_reactions_message_id_profile_id_emoji_key,8192 bytes,0%,0,0,t
public.idx_station_assign_event,8192 bytes,0%,0,0,t
public.social_stats_snapshots_pkey,8192 bytes,0%,0,0,t
public.daily_specials_pkey,8192 bytes,0%,0,0,t
public.idx_product_public_media_links_tenant,8192 bytes,0%,0,0,t
public.idx_daily_revenue_chef,8192 bytes,100%,61,0,f
public.client_tags_client_id_tag_key,8192 bytes,0%,0,0,t
public.idx_tip_entries_staff,8192 bytes,0%,0,0,t
public.idx_chef_certs_expiry,8192 bytes,100%,252,0,f
public.bank_connections_chef_id_provider_account_id_key,8192 bytes,0%,0,0,t
public.idx_chef_team_members_tenant,8192 bytes,0%,0,0,t
public.household_members_pkey,8192 bytes,0%,0,0,t
public.time_blocks_pkey,8192 bytes,0%,0,0,t
public.waste_logs_pkey,8192 bytes,0%,0,0,t
public.idx_vendor_items_vendor,8192 bytes,0%,0,0,t
public.idx_vendor_items_ingredient,8192 bytes,0%,0,0,t
public.idx_bakery_par_stock_tenant,8192 bytes,0%,0,0,t
public.event_vendor_deliveries_pkey,8192 bytes,0%,0,0,t
public.waste_log_pkey,8192 bytes,0%,0,0,t
public.idx_push_subscriptions_user,8192 bytes,100%,91,0,f
public.order_queue_tenant_id_order_number_key,8192 bytes,0%,0,0,t
public.idx_sms_messages_status,8192 bytes,0%,0,0,t
public.bank_transactions_chef_id_provider_transaction_id_key,8192 bytes,0%,0,0,t
public.chef_journey_entries_pkey,8192 bytes,0%,0,0,t
public.idx_inventory_lots_status,8192 bytes,100%,2,0,f
public.event_live_status_pkey,8192 bytes,0%,0,0,t
public.idx_entity_templates_type,8192 bytes,0%,0,0,t
public.pos_metric_snapshots_tenant_id_snapshot_date_key,8192 bytes,0%,0,0,t
public.bank_connections_pkey,8192 bytes,0%,0,0,t
public.idx_client_meal_requests_client,8192 bytes,100%,205,0,f
public.sale_items_pkey,8192 bytes,0%,0,0,t
public.idx_allergy_records_critical,8192 bytes,0%,0,0,t
public.idx_chefs_ical_feed_token,8192 bytes,0%,0,0,t
public.public_location_references_pkey,8192 bytes,0%,0,0,t
public.idx_chef_documents_tenant,8192 bytes,0%,0,0,t
public.commerce_dining_zones_pkey,8192 bytes,0%,0,0,t
public.idx_hub_guest_friends_addressee,8192 bytes,0%,0,0,t
public.idx_tasks_chef,8192 bytes,0%,0,0,t
public.uq_chef_team_members_tenant_email,8192 bytes,100%,18,0,f
public.idx_payroll_records_emp,8192 bytes,0%,0,0,t
public.hub_message_reactions_pkey,8192 bytes,0%,0,0,t
public.health_insurance_premiums_pkey,8192 bytes,0%,0,0,t
public.idx_ab_tests_campaign,8192 bytes,0%,0,0,t
public.idx_automation_executions_tenant,8192 bytes,100%,950,0,f
public.idx_beta_survey_responses_survey,8192 bytes,100%,16,0,f
public.custom_field_definitions_pkey,8192 bytes,100%,1,0,f
public.idx_dietary_conflicts_event,8192 bytes,100%,29,0,f
public.idx_inventory_lots_ingredient_expiry,8192 bytes,0%,0,0,t
public.chef_reminders_pkey,8192 bytes,0%,0,0,t
public.idx_fermentation_logs_batch,8192 bytes,0%,0,0,t
public.idx_foh_menus_tenant,8192 bytes,100%,17,0,f
public.chef_journal_recipe_links_pkey,8192 bytes,0%,0,0,t
public.idx_prospects_follow_up,8192 bytes,0%,0,0,t
public.idx_cannabis_invitations_inviter,8192 bytes,100%,67,0,f
public.idx_handoff_recipients_recipient,8192 bytes,100%,637,0,f
public.idx_entity_templates_tenant,8192 bytes,0%,0,0,t
public.qr_codes_pkey,8192 bytes,0%,0,0,t
public.fermentation_logs_pkey,8192 bytes,0%,0,0,t
public.idx_waste_log_chef,8192 bytes,100%,1015,0,f
public.idx_event_doc_generation_jobs_idempotency,8192 bytes,0%,0,0,t
public.goal_client_suggestions_pkey,8192 bytes,0%,0,0,t
public.uq_daily_specials_chef_date_name,8192 bytes,100%,1,0,f
public.chef_culinary_profiles_pkey,8192 bytes,0%,0,0,t
public.idx_audits_chef_status,8192 bytes,0%,0,0,t
public.idx_site_assessments_chef,8192 bytes,0%,0,0,t
public.idx_remy_feedback_tenant_created,8192 bytes,100%,17,0,f
public.idx_guest_messages_event,8192 bytes,100%,12,0,f
public.event_equipment_checklist_pkey,8192 bytes,0%,0,0,t
public.idx_doc_versions_entity,8192 bytes,0%,0,0,t
public.idx_recipe_shares_pending,8192 bytes,100%,4768,0,f
public.demand_forecasts_chef_id_month_year_key,8192 bytes,0%,0,0,t
public.idx_product_projections_tenant,8192 bytes,0%,0,0,t
public.idx_benchmark_snapshots_chef,8192 bytes,100%,37,0,f
public.idx_dish_appearances_date,8192 bytes,100%,17,0,f
public.idx_dish_index_course,8192 bytes,100%,17,0,f
public.vendor_invoice_line_items_pkey,8192 bytes,0%,0,0,t
public.idx_staff_assignments_staff,8192 bytes,100%,8,0,f
public.idx_sales_status,8192 bytes,0%,0,0,t
public.idx_beta_survey_responses_submitted,8192 bytes,0%,0,0,t
public.dead_letter_queue_pkey,8192 bytes,0%,0,0,t
public.event_equipment_checklist_event_id_equipment_name_chef_id_key,8192 bytes,0%,0,0,t
public.idx_payment_disputes_chef_status,8192 bytes,100%,27,0,f
public.proposal_addons_pkey,8192 bytes,0%,0,0,t
public.idx_equipment_rentals_chef,8192 bytes,100%,1160,0,f
public.proposal_tokens_pkey,8192 bytes,0%,0,0,t
public.idx_inquiries_utm_source,8192 bytes,0%,0,0,t
public.idx_crisis_active,8192 bytes,0%,0,0,t
public.idx_display_case_items_tenant_active,8192 bytes,100%,4,0,f
public.raffle_entries_pkey,8192 bytes,0%,0,0,t
public.msl_chef_channel_idx,8192 bytes,100%,17,0,f
public.idx_guest_leads_source,8192 bytes,100%,1311,0,f
public.container_transactions_pkey,8192 bytes,0%,0,0,t
public.idx_inquiries_is_demo,8192 bytes,0%,0,0,t
public.idx_social_post_assets_tenant_post,8192 bytes,0%,0,0,t
public.idx_campaigns_seats,8192 bytes,100%,1316,0,f
public.idx_automation_exec_log_idempotency,8192 bytes,0%,0,0,t
public.idx_invitations_email,8192 bytes,100%,698,0,f
public.entity_photos_pkey,8192 bytes,0%,0,0,t
